OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount,ShippingCost,Region,PaymentMethod
11466,2024-03-16,C1374,P1036,4,1859,20,113.11,R001,Debit Card
11468,2024-03-04,C1506,P1032,3,4368,15,61.84,R001,Credit Card
11472,2024-04-05,C1522,P1025,2,2588,5,98.05,R001,Credit Card
11473,2024-01-03,C1465,P1015,1,3395,0,38.92,R001,Net Banking
11477,2024-06-27,C1989,P1011,2,2225,15,140.13,R001,Credit Card
11479,2024-02-03,C1598,P1000,2,687,15,127.19,R001,Net Banking
11493,2024-03-05,C1941,P1006,2,4451,5,101.63,R001,UPI
11496,2024-04-07,C1648,P1026,2,3408,0,50.02,R001,Credit Card
11498,2024-04-10,C1565,P1025,5,2588,0,121.33,R001,Net Banking
11501,2024-02-20,C1473,P1019,5,1941,5,189.94,R001,COD
11505,2024-06-29,C1310,P1002,3,4339,0,46.87,R001,UPI
11506,2024-05-04,C1984,P1042,4,1242,0,131.83,R001,Net Banking
11510,2024-05-11,C1329,P1030,2,1701,0,153.9,R001,UPI
11512,2024-06-12,C1734,P1027,5,3348,5,40.57,R001,COD
11513,2024-05-13,C1191,P1029,2,4723,20,162.96,R001,Credit Card
11520,2024-03-19,C1986,P1012,3,3726,10,117.5,R001,COD
11522,2024-02-17,C1390,P1041,5,3836,20,30.79,R001,Credit Card
11527,2024-03-25,C1646,P1040,3,3363,20,187.4,R001,Debit Card
11541,2024-01-05,C1400,P1010,3,3789,10,144.17,R001,Debit Card
11544,2024-05-24,C1578,P1043,2,3422,5,129.34,R001,COD
